teks,label
mantap pak berani dan jujur,positif
"Cara menyimpulkannya keliru, datanya juga keliru
Man serius lah",negatif
Berani dan objektif presiden tidak perlu tersinggung jika ada kabar kurang baik namun juga tidak perlu jumawa jika ada prestasi ini kerja kolosal bukan pansos good job mister,positif
"Bagai Guru mengajar murid, 
sangat menguasai.

tak ada keraguan tentang kemampuan, 
semoga dibarengi dengan amanah",positif
pro ke petinggi mah gni anjnggg,negatif
Mudah2an beliau d berikan kemudahan dalam bekerja sehigga rakyat sejahtera..,positif
"yg d survey tuh dmn aja ya, keknya d kampung2 saya ga ada survey2 begituan dah",negatif
"Tunggu aja kinerja nya di 10 des 2025 (3 bulan kedepan) nanti, apakah ekonomi membaik atau nyungsep",netral
"jujur aja, banyak demo artinya ga puas atau blm puas, jgn asal bapak senang dong,",negatif
Cataaaaat....semoga 👍,netral
"Keren euy, data-driven analysis nya. Good data is good decision. Ada harapan nih.",positif
Ini dia bicara ketika masih jadi kepala BPS kan? Semoga skrg ketika jadi menkeu bisa ngasih impact real yg dirasakan masyarakat langsung,positif
"BARANG SIAPA YANG BISA MENYEDERHANAKAN DAN MEMETAKAN SUATU KEADAAN SUATU TERTENTU ATAU SEMISAL EKONOMI BERARTI ORANG ITU MENGERTI DAN MEMAHAMI AKAR PERMASALAHAN YANG SEBENARNYA DAN SEMOGA BELIAU TAU CARA MEMPERBAIKINYA, SELAMAT BEKERJA PAK PYS.",positif
Smg ekonomi membaik,positif
Segera sahkan perampasan aset pak buat SUPORT dana tambahan BI  UNTUK KEMAKMURAN RAKYAT,positif
IHSG ke 36.000  go to Neptune planet bismillah 😁🤲,netral
Mantap pak Prabowo pilih menteri keuangan yg sgt tepat pak Sadewa ❤❤❤... menyusul selanjutnya untuk menteri2 yg lain  harus pak Prabowo resafel menteri2 yg bukan ahli dibidangnya...,positif
cerdas,positif
Superrrr❤,positif
Semrawut .,negatif
"Pak skrg ini banyak pengangguran dimana², tlg bantu dana hidupnya sehari². Trimakasih",negatif
Banyak yg Berdoa untuk Bapak. Tuhan memberkati....,positif
"PAK MENKEU YG BARU INI BKN KALENG2,SEHARUSNYA  MENTERI2 YG LAIN SBELUM DILANTIK HARUS DI UJI DIBERIPING DULU SPERTI INI, JDI KELIHATAN LAYAK TDK NY MNJDI MENTERI,",positif
Smg Menkeu yg baru lebih baik dgn yg menkeu Ibu Sri M ... biar RI leb8h maju Ekonom nya & kasi dulu bliao kesempatan kerja tks,positif
"Sebenarnya kita gpp bayar pajak gede jg, asal dipergunakan untuk perekonomian dan kemakmuran rakyat, di tangan pak Purbaya ada secercah harapan 👍🏻",positif
"Jgn seperti menteri yg dulu,
Viral kasus mario Dandy,
Malah himbau anak buahnya untuk tidak pamer di medsos,,
Bangkee malah di ajarin main aman,,, harusnya dia periksa harta kekayaannya mereka seperti ke rakyat.",negatif
"ternyata ijasah bukan segalanya, sarjana teknik jadi menteri keuangan, ternyata yang penting itu pengalamannya di dunia nyata bukan ijasahnya, good job pak menteri semoga perekonomian indonesia semakin baik",positif
"Terbaik untuk Kita Semua, Semoga Kita diberi Kemudahan , Semangat Pak",positif
Godspeed 🤝,positif
ABS nih kayaknya,netral
intinya  yag menghambat  negara  bungkus pak..,positif
menteri Pajak yang baru kah ? 😁😅,netral
Kepercayaan diri beliau auranya sampai disini luar biasa 🔥semoga indonesia mampu diraih ❤,positif
"Bismillah, semoga jadi awal yang baik utk perekonomian bangsa, aamiin",positif
"Aku suka gaya bicara       p. urbaya , cerdas penuh motifasi dan optomis 🎉🎉🎉",positif
"Tuh apa gua bilang jangan suka meremehkan orang..
Baru sedikit salah kata aja udah di hujat buru buru kepengen di pecat...disini bisa kita liat secara propesional dia bisa menguasai ilmunya...kita lihat aja kedepannya lagi😅",positif
"2027 perekonomian Indonesia kuat
Amin",positif
"Top lulusan elektro ITB.,...betul apa kata pameo lama  : Lulusan ITB itu Ahli di Semua Bidang....kecuali Bidangnya sendiri.....😅😅😅",positif
🔥🔥🔥🔥🔥,netral
anak UI mana tu yang demo AAWKAOWKOAKw,netral
jangan tunggu negri ini sperti nepal,positif
Emang bener gw puas dengan. Presiden Prabowo tapi DPR Tidak,negatif
KOMENYA di bawan n atas ane ISINYA PARA BUZZER PARPOL...fakta yg dituntut masyarakat thu jika pertumbuhan ekonomi naik ato baik dampak ke masyarakat bawah jg merasakan bkn kalangan atas SAJA YG DI SEBUT DIA 'GOOD TIME TO DUBAI' tp ketika nyebut masyarakat pke data survey2 gak jelas yg di bilang PUAS KE PRESIDEN MAKANYA GA TURUN KEDEMO cirikhas skill alumni + jebolan kampus DIKSI,negatif
MANTAP INI GAK KAYAK YANG LALU ... NAIKIN PAJAK TERUSSSSSS,negatif
Ngibul ni..,negatif
Pemerintah harus bantu umkm yg ingin IPO agar mendongkrak ekonomi nasional seperti di China 😂,positif
Moga selalu amanah bos...terus sampekan data yang transparan jelas jadi rakyat mengerti..orang bijaksana kalo bilang pasti OPTIMIS,positif
God job,positif
"Simpel elegan, kata katanya gampang di mengerti, cerdas... 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",positif
"Mmg masyarakat tidak ada masalah dg Bapak Presiden. Tapi pada DPR dan para pejabat yg gaya hidupnya tidak seharusnya diperlihatkan ke masyarakat.

Tapi hebat juga Bapak ini bisa membaca kondisi ekonomi sebab dan akibatnya. Semoga Bapak ini diberi amanah dan tanggungjawab yang baik pada rakyat Indonesia. Semoga Pak Prabowo dikelilingi orang orang yang tepat dan amanah. Aamiin 🤲",positif
berarti tak terbantahkan itu periode 2 jokowi parah amat merahnya ampe nyungseb gitu,negatif
"Belum pernah liat simul paparan ke begini, ,die cma paparan gimana cranya ngutang.",negatif
Mau liat Slide nya di Shoot slide nya dikit dikit...,netral
ini Alasannya dulu klo anak IPA dibolehkan ngambil IPC dulu,positif
"07:00 silakan bapak ibu yg suka jual beli saham, ada rekomendasi beli.",netral
saya melihat gaya bicara dan intonasi pak kemenkeu sama seperti ustadz erwandi tarmizi dalam bidang ekonomi syariah. apakah ekonom - ekonom  itu emang seperti itu gaya bicaranya ya?....semoga pak purbaya menjadi sebab perekonomian indonesia membaik dan meningkatkan kemampuan daya beli masyarakat serta menumbuhkan kesejahteraan masyarakat luas. bukan hanya segelintir,positif
Hehehe... mulai ngejilat....,negatif
NETIZEN BARU LIAT KAN..... KEMAREN DIKASIH BERITA SURUH DIA TURUN AJA PADA RAME LU IKUT2AN 😂😂😂.... DASAR NETIZEN SUKANYA KE GORENG SAMA MEDIA2😂😂😂,negatif
"Ini yg membuat pak prabowo menunjuk beliau menjadi mentri❤,, ini video saat pak purbaya masih di LPS",positif
"Ini baru mentri bukan yang kemaren, saya tidak mendukung pak Prabowo dalam pilpres kemaren tapi saya bangga ke pak Prabowo karena sudah menunjuk bapak ini sebagai menteri keuangan yang baru",positif
"yg jd tantangan beliau adalah diri sendiri utk tdk menjadi korup, selain melawan mereka-mereka yg pd akhirnya menjadi sulit utk korupsi ke depan nanti.",positif
"tiba tiba optimis Indonesia Cerah. semoga kedepannya Indonesia jadi negara Kaya yang beneran Kaya, ga miskin seperti sekarang.",positif
Lebih baik bicara lugas apa adanya dari pada bagus bagus terus,positif
"Rakyat Indonesia pengennya gak muluk2, yang penting pak menteri kerja bener, jujur, amanah, inget dosa, dan inget digaji buat memajukan dan mensejahterakan rakyat Indonesia. Karenanya pak menteri harus rajin beribadah dan selalu inget Tuhan/Allah, biar gak kemasukan dan kehasut setan 😂",positif
Jenius pemikiran kedepan nyaa ..... semoga rakyaaaat semua sejahtera....,positif
"Pak Purbaya bisa melihat kekurangan masa lalu dari asal penyebabnya dan akan memperbaiki dengan ide ide yg jelas kita dengar dan meyakinkan paparannya,semangat pak👍💪",positif
Mudah2an angka-angka tersebut mempresentasikan kenyataan dilapangan yg sebenarnya,positif
"Yg pnting Semua yg dilakukan..
Dipublikasikan ke publik.
Jadi publik tau dan ikut bisa memantau kinerja menkeu ..",positif
Semoga memperjuangkan rakyatnya utk sejahtera pemikiran yg bagus Menkeu yg baruuuuu,positif
Karakter nyaa.....bgtu tp cerdas  tentang wacana ..kt lihat dulu kerjanyaas. Tekat ya ingin mensejahterakan rakyat Indonesia bersatu biarkan dulu kita nilai hasil kerjanya 100 hari apa gebrakan nya.,positif
Saya yakin presiden tdk salah mengangkat orang ini jadi Menkeu ... 👍,positif
"Ternyata masih ada orang secerdas bapak ini, semangat pak 👍👍👍",positif
"11:57 *tapi memang sementara VIETNAM lagi diatas angin sih ya, negara luar lebih liat kalo VIETNAM lebih stabil dari berbagai sektor, semoga bapak bisa memperbaikinya dari sektor keamanan dan kepastian EKONOMI agak negara luar bisa berinvestasi di kita kembali*",netral
Dari semua penjelasanya kok gw gak dengar kata pajak yaa 😁,positif
"10:40 *KAMBOJA YANG TEMANNYA SI ""BA"" MENTERI PECATAN YA PAK.. AHAHAHAHA*",netral
"saya dukung kau pak 

tapi survey rakyat yang mana dna dimana ??

di jkt aja kah ? ambil sampling ke semua daerah kab dan kota se indonesia",positif
"Pak prabowo melihat kedepan melihat banyak orang indonesia berbobot sdmnya dan menyatakan indonesia emas, saat melihat kesamping wakilnya ia akan berkata indonesia bisa bubar oleh yg disampingnya",positif
"kunci sukses ekonomi adalah bubarin ORMAS, dah itu paling bener",negatif
Semoga indonesia  ekonominya semakin membaik,positif
"keliatan banget bapak ngerjain sendiri bahan paparannya nih, makanya presentasi nya lancar dan menguasai. good job pak",positif
kita tggu saja bukti kerja nya.,positif
Ternysta rskyat demo 😊😊,negatif
"Presiden kita PS 08 gak salah pilih dia. Mari kita dukung dan tetap optimis membangun diri, usaha dan ekonomi masyarakat terdekat kita.",positif
Ga usah terbuai sama geng lumut penjahit,positif
Keren bapak ...lanjutkan pak,positif
Artinya kerja ibu sri mulyani jg baik dr jaman sby. Smoga  pak purbaya bisa mengembalikan kepercayaan kpd pemerintah,positif
"yg abai dilakukan si purbaya, yg ditutupi dengan gaya cengengesannya itu, si ketua LPS purbaya pada april 2025 dan pemaparan nya kemarin di DPR, si purbaya tendensius LUPA dan atau abai bahwa krisis 1998 dan 2008 bahkan di era paruh kedua jokowi memang utang swasta nasional yg seenak jidat dan ketika jath tempo ditutupi lagi dgn utang itu pun utk menutupi utang, kreditnya sendiri aka utang perbankan nasional yg dipakai utk membiayai kredit usahanya sendiri. sama dgn yg terjadi di 2008 dan karena segitu pelupanya lupa jga utang perbankan dan swasta nasional termasuk utang pemerintah yg jatuh tempo tahun 2025 yg ratusan triliun jumlahnya.
yg jadi lebih aneh, malahtambah jumlah K/L tambah WAMEN dan tambah stafsus plus tambah relawan2 jokowi termasuk utk jadi stafsus, , tambah PCO tambah dan belah kementerian. dengan pilpres dan pilkada yg jelas2 bwt jebol APBN  yg masih juga ditutupi dengan modus blusukan, bagi2 sembako, bagi2 uang dan rumah jokowi yg tiap hari penuh dgn kunjungan wisata. dan aksi2 yg sangat tidak berguna. dan sekarang ditutupi dgn gaya ekonom ulung mau guyur pasar dgn 200Triliun ke bank himbara gituh. utk gerakin pasar dan atau untuk tambal sulam bayar utang perbankan dan swasta nasional?",positif
Pak bahas impor ilegal kaen,netral
Gak salah pak Purbaya yg menggantikan Menkeu sekaliber ibu smi.....optimis dgn Menkeu yg baru,positif
Nggak usah banyak omon2.....  Buktikan saja omonganmu dg hasil nyata.....,negatif
Mudah-mudahan janjinya bisa tercapai..dan lebih berorientasi meningkatkan ekonomi rakyat miskin seperti ucapannya dan anaknya dibanding untuk oligarki. Kalau pertumbuhan ekonomi kita masih dikisaran angka 5 selama 2 tahun ini ya sebaiknya mundur karena tidak sesuai janjinya..Tapi semoga berhasil nyata..,positif
Jelas pak menkeu rakyat masih peracaya kok sama Bapak Presiden Prabowo rakyat cuman kesel sama termul dan srimul yang suka meres rakyat dari pajak untuk kepentingan politik pribadinya kalau mereka sudah lengser yakinlah Pak Menkeu rakyat akan mendukung Pak Menkeu dan Pak presiden Prabowo 😊,positif
Semoga bapak dikuatkan Tuhan untuk mengemban amanah dari negara kita demi Indonesia yang semakin sejahtera,positif
bapak ini kuasai bidang nya....,positif
Pak pake data drmana ekonomi indo naik??,netral
Bocoran yg di pasar modal...saatnya masuk,netral
Bismillah yuukkk,positif
*sing penting gaji pensiunan dinaikkan* 😂,positif
ceplas ceplosnya khas orang teknik ga bisa ditutupin. semoga lurus & berintegritas pak purbaya. kalo diliat2 lebih berani nih kebijakannya ketimbang srimul yg defensive banget,positif
data dan analisa yg di sampaikan luar biasa. Jujur baru kali ini dapat pemahaman jelas dari alur  ekonomi bangsa.,positif
"Ini baru menkeu..
Bukan kayak yg ngono😂",positif
Semoga keuangan negara lebih baik tanpa koruptor. Biar rakyat jg ikut merasakan kesejahteraan.,positif
Joss,positif
"Maaf, data itu bukannya salah tapi misleading. Kuartal 1 (Januari-Februari-Maret) itu secara umum dan historis memang produksi dan penjualan akan naik, karena produsen & distributor udah siapin launch produk, atau nahan stok akhir tahun buat digelontor di awal tahun baru. Dan itu juga dicicil karena tau Januari masih libur awal tahun, Februari bulan pendek, Maret udah bulan puasa yg secara alami konsumsi akan naik. Jadi pasti grafiknya naik bulan ke bulan, tapi kalau dibandingkan sama kuartal 1 tahun 2024, jelas menurun.

Juga misleading pas dia bandingin pasca krisis besar (krismon '98, resesi 2008, covid 2020-2022) selalu naik. Kita masih ada di trend penurunan tahunan (2024 vs 2025) tapi dia pake data 3 bulan terakhir yg naik buat nunjukin trend positif. Yang grafik IHSG juga hati2, dia nunjukin trend sesaat kayak orang main saham gorengan.

Kalo survey kepuasan bahkan harus lebih hati2 lagi karena ada bias opini publik, atau lebih parah sampling bias. Belum lagi dia pake strawman fallacy soal tiktok/medsos lain. Please tetep kritis guys.",negatif
"Gara2 presentasi ini, dia jadi menteri keuangan",positif
Ulasan nya jauh di bawah dr. Yuniar rizky,netral
"Klau kami rakyat biasa kerja dulu 6bln Bru nunjukin diri hebat,KLO baru 24jam janganlah terlalu merasa semuanya dirasa luar biasa karena kami di bawah susah dagang aja daya belinya sangat lemah",negatif
"Hiumanis.. ini bapak bergerak selaras dengan pergerakan manusia sekitar.. rakyat warga dianggap objek bergerak semua uleh bapak Purbaya ini ( melihat tidak secara strata ekonomi tapiii semua sama rata dan statusnya sama sebagai objek )

Keren sekali bapak Prabowo menemukan sosok Humanis yang tertarik soal gerakan putaran lika-liku ekonomi keuangan di Indonesia .. ❤🎉🎉🎉.. ini namanya rejeki rakyat Indonesia .. saat rakyat teriak kesakitan ada bapak Purbaya yang Humanis mengelola uang Indonesia .. notabene uang rakyat. 

Keren full❤. Maju terus bapak Purbaya.. semogaa bapak tidak yang terpleset kedepan.. semoga tidak silau atas gemerlap uang rakyat ke depan pak.. mohon terus ada dan terus berpihak ke rakyat segala lapisan selamanya..aamin... 

Salam etti mei.",positif
Ini orang kok ceplas ceplos....dia menteri keuangan kan,negatif
Ooooo gitu ya ....😊,netral
"TRANSFARANSI BERDAGING..
Ceplas ceplos apa adanya.
Saya setuju beliau menjadi Mentri Keuangan RI.",positif
Kemon pak supir tuaaa gaaassssa,positif
Prioritas kesejahteraan akan sirkulasi  kesehatan Negara.,positif
"Sudahlah pak jangan menyalahkan seorang, sekarang bapak bukti kan kinerja bapak.. 
Klu pak gagal siap siap di copot oleh rakyat...",positif
"sabar dulu, pantau kinerjanya dulu, kalo dia gk bisa ngarahin bawah²an nya, kalo masih banyak mafia yg bermain dibawahnya ya untuk apa, sama aja, ekonomi gk akan maju juga kalo cuma ngandelin 1 orang",negatif
"Aku hanya rakyat biasa. Mênanti hasil kêrjamu yakni skitar 100 hari, atau sampai akhir th 2025. Ekonomi rakyat, sêdang têrpuruk. Moga ada pêrkêmbangan. 😢 😢 😢",positif
Keren beliau,positif
Jangan ada lagi sri sri yng suka hutang,negatif
"Analis ekuitas pasar modal sdg bicara.   Akan lbh baik jika 2 minggu pertama konsolidasi intern kemenkeu utk pelajari keuangan . Kurangi tampil di publik.
Domestic demand kuat?  😂",negatif
"Naik ya ke atas
Masuk ke dalam
Keluar...Alhamdulillah 😊",netral
Dari datanya kata bapak ini tidak akan terjadi demo besar. Tapi kok tetep kejadian ya? Mohon pencerahan analisanya dari para penonton yg lain,negatif
Bapak mentri perawakannya seperti Direktur Kampus saya wkwkw Direktur kampus saya juga seorang Profesor bidang ekonomi pernah pemaparan Materi dari dia bareng mahasiswa dan dosen kampus beeehh seru bngttt,positif
"Omon omon Asal Bapak Senang.
200T ke himbara ?
200T jozz mnguap, drama BLBI-Century jilid 2.
Knapa periode ini tdk fokus utk mlnjutkan yg sdh disiapkan pk jokowi.
Utk apa kucuran kredit Triliunan klo rakjat nya blom tertib hukum dan tertib sosial. Blm tuntas masalah sosial, kesehatan dan tata ruang msh kacau balau.
Seharusnya di awal periode tuntaskan hal diatas, Bereskan dlu hal mndasar di negara ini.
Pastikan Bndungan/jalur irigasi terkoneksi ke petani, hasil bumi di pelosok terkoneksi dgn jalan TOL..
Tertibkan RTRW hutan dan pmukiman.
Mmbasmi Pungli/preman/jukir di jalan jalur produktif, di pasar tradisional, di pelabuhan/bandara. Preman perijinan dan pengawasan industri farmasi/distribusi Obat keras agar tdk sampai ke anak2 remaja.
Ini yg dijadikan PRIORITAS PRESIDEN untuk terjun ke daerah mngawasi Gub/kepala daerah. Jgn dibiarkan n lmpar tanggung jawab.
Pasar sepi, pedagang dan pembeli lesu. Harga mahal karena pungli preman n jukir liar. Spele tpi dibiarkan bertahun2.",negatif
"usus lengket melilit ... perut rakyat menjerit..
omon2 dancuk .... kakean cangkem...
Jokowi iblis laknatullah ... terkutuk ... menderita lahir batin di sisa hidupnya..",negatif
Bisa ga yg terhormat wakil presiden gibran rakbuming raka ngomong di situ.,netral
"main tik-tok gak ada kerjaan,justru main tik-tok ada penghasilan banyak masyarakat cari penghasilan sama tik-tok",negatif
Anjay coboy banget gayannya 🔥,positif
kayak ada rifan kurniawan betul gak sih,netral
Bismillah semoga bapa ini jadi game changer perekonomian indonesia,positif
"Tetap valid data yang dipegang anggota DPR. Kan DPR orangnya pintar-pintar semua. Maksimal Profesor, minimal S3 (SD, SMP, SMA) 👍",positif
Survey itu dari mana,netral
🎉🎉 berarti kinerja Mentri sebelumnya Ok ok aja 🎉🎉,positif
"mantaf, pak PYS....!",positif
"Harapan baru, beliau konsen dg sektor real… pro ekonomi ritail.   bukan ngawang2 speti SMI",positif
"Analisa datanya salah besar 😂😂😂 buktinya akhirnya demo besar kan?

Ini orang overconfident sepertinya.  
Beda cara dengan SM, tapi hati-hati musti MenKeu yang baru.  Sepertinya dia tipe yang ngasih berita yang bagus-bagusnya doang deh....
Pantes presiden suruh dia yang jadi MenKeu. Untung mempertanggungjawabkan analisa dia 😅😅

Kalau rakyat sampe turun ke jalan semua mah serem, pak...pak...
Untungnya rakyat pinter bisa bagi tugas. Yang mampu turun ya turun. Yang gak mampu turun ya memberi dukungan aja dari jauh.",negatif
5 menit jadi 15 menit,netral
"Analisanya bagus, semoga sesuai dengan kenyataan nya dan ada perubahan ke depannya",positif
"kalian yang muji2 ini ngerti ga sih? semua yang orang ini omong salah semua. dia bilang ekonomi membaik, demo2 ga signifikan masyarakat ga turun ke jalan, ini dy ngomong di april, semuanya yang terjadi kebalikannya sekarang. Penjualan otomotif anjlok, masyarakat semua marah turun ke jalan. Kok disini pada muji2 dy pinter ya",negatif
Tiap hari update video Bapak ini. Kuliah ekonomi Gratis ❤,positif
"Ayo pak mentri purbaya, kami tanam optimisme dihati. Mohon dirawat dan dipelihara optimisme kami yg sempat pudar. Dng memperbaiki ekonomi.

Tidak harus cepat, pelan bertahap tapi berprogres pun kami sudah bersyukur",positif
"Mampir ke pasar2 tradisional di jakarta pak, datang diam2 unannounced jangan beramai2. Kondisi sepi parah pak. Daya beli masyarakat turun semua.",negatif
Paparan nya mantap pak,positif
👍👍👍,netral
Kalau BBM belum turun masih mahal..,netral
Beliau itu bicara apa adanya dan sangat cerdas di bidang keuangan.,positif
"Di Indonesia banyak org org yg expert dibidangnya, semoga bapak presiden bisa menempatkan org org yg tepat untuk indonesia yg lebih baik.",positif
Alhamdulillah mari kita semua mendoakan agar bangsa Indonesia kedepan bersama Mentri keuangan yg baru menjadi negara yg sejahtera jangan lagi main nyinyir memfitnah kalaupun ada yg salah di benar sukses selalu pak Mentri keuangan yg baru,positif
Memang keren bapak2 ini.. hajar buzzer2 tiktok vs data nya 😂,positif
"Nah,gini transparan jadi masyarakat tahu indeks turun naiknya ekonomi",positif
kok pada memuji sih? wong jelas2 analisa kesimpulan dia aja salah gitu lho... faktanya kondisi ekonomi gak aman sehingga terjadi demo besar2an gitu,negatif
Sangat disayangkan pernyataannya cuma begitu. Inti dari permasalahan negara selama ini tidak tersentuh! dan bagaimana dengan shitus besar Gembira77 yang berhasil di lingungi oleh pejabat negara !,negatif
"Berdasarkan data dia sampaikan akan ada kerusuhan❤🎉 salut gua, data nya bener, ini yg kita butuhkan🎉",positif
kurang meyakinkan...,negatif
"Klw si M yg pidato pasti isinya negara lg banyak beban, lg defisit , rkyat hrs ikut kontribusi 😅",positif
Semoga ini orang kalau kerja bener gak di kick tiba tiba sama anomali tikus.,positif
"pak prabowo ni asset indonesia yg ""sangat terlambat"" jadi presiden, beliau pilih pak purbaya jadi menkeu kok nemu aja pakar beginj... rakyat indonesia harus makmur bersama 🎉 saya optimis ❤",positif
"Dunia Saat ini memang sudah masuk proxi war Hybrite.Sekalipun Indonesia (Non blok) sdh dipaksa msk menentukan arah timur, sebab timur lebih baik dari barat dalam hal story, persamaan nasib sebagai bangsa yg ditindas, itu pilihan kita. Namun ujungnya Timur akan menjadi pemenang. dengan berbagai Indikatornya.😊 🇮🇩♥️🇷🇺♥️🇨🇳💪.Solusinya, kita harus menjadi bangsa mandiri. terapkan ekonomi dari begawan ekonom bangsa sendiri bukan ngutip terapan barat/timut yg terbukti yg menyebabkan situasi seperti skrng ini. Indonesia 🇮🇩 harus terapkan ekonomi, yg murni ber azazkan gotong royong Pancasila 👍. seperti kutipan begawan ekonom (soemitronomic) yg kurang paham baca bukunya ya😊. Yg murni menerapkan hal tsb saat masa Pres Soeharto, maka laju ekonomi naik pesat.Amerika Cs, khawatir, dan Amerika mencoba nyetir Soeharto namun soeharto gak mau tunduk 100%, maka dilengserkan lewat demo rakyat.😢. Begitulah sejatinya.😢",positif
Bravo Menkeu pak Sadewo. Anda adalah pro rakyat.mohon jangan pedulikan DPR.demi Allah DPR bukan perwakilan rakyat.kita bisa lihAt begitu jijik kepada anda tidak ada nilai optimis nya kepada anda.mereka adalah perwakilan oligarki. Skrg lakukan aja kerjaan andA sebaik mungkin. Rakyat bersama anda.brVo pak Menkeu,positif
"Semoga Ekonomi Indonesia menjadi Cerah❤❤❤
Doa Kami di nadimu Pak❤❤❤",positif
Mr. Koboy... singkirkan begal2,positif
"Beliau ini kelihatan aktif sekali dalam mengikuti perkembangan ekonomi dan keuangan secara global, dan itu beliau mendalami sendiri sebagai seorang pakar dibidang, semoga Tuhan memberikan kesehatan dan menuntun nya dalam menjalankan amanah yang diberikan kepada nya.",positif
"Kita coba lihat bbrpa bulan kedepan ada perubahan tidak, jika signifikan perubahannya lebih baik, sepertinya beliau lebih layak menjadi menko perekonomian menggantikan pak airlangga",positif
Alhamdulillah semoga pak Mentri keuangan yg baru tetap semangat sukses dan dilancarkan urusannya sehat selalu panjang umurnya agar Indonesia menjadi negara yg toibatun warabun Gafur aamiiiiin aamiiiiin Allah Huma aamiiiiin,positif
"Nama Icon  pak mentri keuangan baru. Kita.  .
Pak koboy  setuju.😀😍😍😍",positif
Purbaya.... Purbaya,positif
titip juga pak. klo bisa jadikan pendapatan para pajabat setara (atau maks 3x) seperti 70% rakyat menengah kebawah. agar segala kebijakan selain berdampak ke rakyat juga berdampak ke pribadi pejabat. kurangi Gap kesenjangan antara pejabat dan rakyat.,positif
Biarkan bpak purbaya  bekerja dulu. Guyss..,positif
"Bissmillah...semoga Indonesia maju dan sejahtera rakyatnya,pemimpinnya soleh/soleha🙏",positif
Gaji2 dan tunjangan staf2 & pegawai menkeu tolong dikoreksi lagi. Seperti tunjangan dpr yg juga dikoreksi,positif
Ekonomi membaik akan berdampak pekerjaan bagi generasi muda tersedia,positif
"Kalau dia bagus, berarti Presiden seblumnya males cari orang cerdas spt beliau. Gebrakan cerdas pak Prabowo",positif
Kebanyakan orang Sunda Minang kalau memimpin di pemerintahan amanah. Purbaya ini mirip kdm ceplas ceplos koboi suka bergaul dengan masyarakat makan biasa dipinggir jalan kalau Ndak tahu karakternya pasti paham,positif
"13:29 ""Atau anda juga menduga saya ngibul?"" bangkelah main tembak2 aja ini mentri",netral
saya suka pak Purbaya nich ... Insya Allah amanah,positif
"Coba gerakan umkm pak mentri karena umkm  kan penopng ekonomi negara kita, liht zaman pak sby umkm  sangat di perhatikan",positif
Semoga next pak Prabowo bisa reshuffle mentri2 titipan dengan yg lebih kompeten,positif
"Org pinter
Semoga kedepanya menteri2 jg org2 pinter",positif
Kelihatan pak mentri paham bener situasi ekonomi indonesia semoga bs memajukan ekonomi indonesia paparannya bs dipahami beda sama sri mulyani ngk paham kalau dia ngomong,positif
Nunggu bukti rakyat bawah bs menikmati kenaikan yg dijelaskan pak mentri,positif
gaya bicara seperti mentri amran.....semoga optimis  melejit ekonomi indonesia dg jurus baru😊,positif
MARI KITA DUKUNG FULL pak purbaya.....setidaknya darah baru harapan baru...dg jurus baru.....daripada pertahankan simul yg jurusnya itu2 saja....,positif
Alhamdulillah ❤🇲🇨,positif
"Main data jago nih pak
Tapi harus di lapangan nya juga pa di pantau",positif
Mantap menyalaaa pak mentri,positif
"beban berat dan besar yg di emban pak Prabowo, mewarisi  hutang Mulyono, siapapun Menkeu nya yg penting bukan termul. maju terus pak, semoga ekonomi Indonesia melesat maju rakyat makmur.",positif
semoga apa yg dikatakan benar... bukan asal bapak senang,positif
"yg pasti,,kita dukung selama itu untuk kebaikan perekonomian,,,jika beliau berhasil, juga untuk rakyat indonesia....
karakter pribadi itu berbeda2, ada yg tegas lugas tapi gamblang, drpd yg kelihatan tertata kalimatnya, tetapi ternyata.....................",positif
"Judol sama treder...bakal untung besar....dengan dana 200 t...

Mudah2n Komdigi harus kerja extra buat mengawasi itu....",negatif
"Mentri sudah bagus, tinggal di berantas koruptor2 yang merugikan bangsa",positif
Ngos ngosan ngmongx,netral
Saya malah takut sama beliau ini,negatif
Bener ko aku diperusahan kan jadi Bisdev bisnis development dan ada 3 investor yg masuk dr luar negri dgn nilai 300 trilyun itu krn mereka percaya ama pa prabowo..tp yg kita liat sri mulyani emg bikin kebinakan fiskan dan moneter yg menyengsarakan rakyat dgn misi sri mul pdi jokowi kolaborasi utk menjatuhkan kewibawana presiden agar prabow dimakjulkan dgn segala kesulitan ekonomi yg dibuat scr sistematis,positif
Ayoooo dong bangkit...,positif
"Pertahankan gaya mu yang koboy pak.mentri
Seperti gaya bp.Presiden kita bp.Prabowo
Yang penting bekerja dengan baik untuk bangsa
Tidak perlu merangkai kata
Yang penting kerja baik untuk bangsa",positif
"Jangan dengerin org² sirik dengan kemampuan minim tapi sok jago yang nyerang dan mencari² kesalahan anda pak, lanjuuut. Selama niat baik rakyat akan mendukungmu....wkwkwk",positif
"Omon omon doang hasil nol, carmuk doang",negatif
"Trump Xi Jinping happy dgn menteri ini
🤣🤣🤣🤣",netral
